file_name,labels
e01/e01-086/e01-086-03-06.png,button
e06/e06-053/e06-053-01-05.png,seemed
a06/a06-057/a06-057-04-04.png,former
a04/a04-069/a04-069-04-04.png,should
c01/c01-066/c01-066-06-03.png,vision
g04/g04-007/g04-007-07-01.png,became
m01/m01-022/m01-022-04-01.png,looked
a02/a02-102/a02-102-07-08.png,Prince
g06/g06-018i/g06-018i-00-03.png,season
d06/d06-072/d06-072-05-02.png,double
n04/n04-171/n04-171-05-00.png,saying
b04/b04-107/b04-107-01-04.png,months
e01/e01-032/e01-032-08-05.png,number
d04/d04-081/d04-081-06-00.png,should
m04/m04-123/m04-123-06-05.png,lights
d04/d04-111/d04-111-09-02.png,hurled
l07/l07-118/l07-118-06-00.png,engine
e07/e07-012/e07-012-07-02.png,eating
r03/r03-115/r03-115-01-05.png,really
g03/g03-016/g03-016-06-03.png,raised
e07/e07-076/e07-076-02-03.png,annual
g07/g07-047/g07-047-08-02.png,really
f07/f07-042b/f07-042b-05-05.png,dipped
d05/d05-025/d05-025-07-00.png,became
g06/g06-037k/g06-037k-03-07.png,opened
l01/l01-065/l01-065-04-01.png,minute
d04/d04-131/d04-131-01-00.png,people
h07/h07-023/h07-023-03-04.png,varies
a04/a04-031/a04-031-06-00.png,Soviet
e07/e07-101/e07-101-06-03.png,blocks
e04/e04-004/e04-004-05-12.png,height
r02/r02-006/r02-006-00-04.png,astute
j04/j04-094/j04-094-04-06.png,second
m04/m04-107/m04-107-09-00.png,dismay
e06/e06-030/e06-030-07-06.png,effect
b06/b06-015/b06-015-02-02.png,forces
g06/g06-011g/g06-011g-04-13.png,lively
g04/g04-007/g04-007-03-09.png,people
m01/m01-149/m01-149-07-01.png,single
g06/g06-093/g06-093-02-07.png,yearly
a01/a01-113/a01-113-00-10.png,wholly
l01/l01-133/l01-133-04-05.png,twenty
b06/b06-079/b06-079-02-05.png,favour
a01/a01-117u/a01-117u-06-03.png,Powell
g06/g06-031l/g06-031l-01-09.png,really
f07/f07-073/f07-073-09-02.png,poetry
a05/a05-069/a05-069-02-02.png,debate
f04/f04-079/f04-079-03-06.png,tunnel
a01/a01-102/a01-102-00-06.png,others
g06/g06-042k/g06-042k-04-04.png,method
p02/p02-017/p02-017-04-07.png,smiled
g01/g01-039/g01-039-02-00.png,teenth
d06/d06-015/d06-015-02-00.png,proper
p03/p03-112/p03-112-07-01.png,enough
h02/h02-037/h02-037-00-04.png,system
d06/d06-046/d06-046-06-03.png,energy
g07/g07-047/g07-047-08-06.png,people
f07/f07-002/f07-002-02-05.png,allows
h06/h06-096/h06-096-05-00.png,firmly
d05/d05-030/d05-030-05-06.png,battle
d07/d07-089/d07-089-04-01.png,thesis
a03/a03-014/a03-014-03-04.png,former
g06/g06-050g/g06-050g-03-06.png,strong
l04/l04-071/l04-071-03-10.png,forged
g01/g01-083/g01-083-00-09.png,figure
c03/c03-081b/c03-081b-05-01.png,Pinkie
a03/a03-073/a03-073-03-01.png,rocket
l01/l01-095/l01-095-01-00.png,mother
a01/a01-113/a01-113-01-07.png,Labour
b01/b01-038/b01-038-10-07.png,dearer
e06/e06-006/e06-006-00-03.png,bottom
c04/c04-080/c04-080-05-03.png,joanna
g06/g06-011i/g06-011i-06-03.png,priest
a02/a02-082/a02-082-05-02.png,people
n03/n03-091/n03-091-01-09.png,mother
n06/n06-163/n06-163-07-07.png,coffee
r06/r06-126/r06-126-03-05.png,helped
g06/g06-045p/g06-045p-03-03.png,France
a05/a05-044/a05-044-06-01.png,Leader
a01/a01-096u/a01-096u-00-06.png,public
f02/f02-076/f02-076-03-03.png,better
c03/c03-096c/c03-096c-05-00.png,asking
k07/k07-063a/k07-063a-02-09.png,things
m01/m01-131/m01-131-05-03.png,tennis
a01/a01-087u/a01-087u-06-04.png,behind
g06/g06-031f/g06-031f-03-00.png,People
g07/g07-047/g07-047-10-06.png,decent
e07/e07-090/e07-090-02-07.png,neater
m01/m01-115/m01-115-01-03.png,should
a06/a06-128/a06-128-09-06.png,solved
e04/e04-008/e04-008-00-09.png,pinned
c02/c02-000/c02-000-05-02.png,Father
m06/m06-056/m06-056-02-08.png,babies
g01/g01-034/g01-034-04-02.png,enough
g07/g07-065/g07-065-08-02.png,lifted
r03/r03-110/r03-110-02-02.png,little
c02/c02-007/c02-007-03-06.png,Berlin
g06/g06-045p/g06-045p-02-00.png,system
m02/m02-052/m02-052-03-03.png,little
f07/f07-032b/f07-032b-06-07.png,Romans
l03/l03-008/l03-008-08-03.png,across
m04/m04-190/m04-190-02-04.png,passed
b03/b03-109/b03-109-07-04.png,rather
a01/a01-003x/a01-003x-06-05.png,should
a02/a02-027/a02-027-00-08.png,strike
h02/h02-019/h02-019-06-11.png,urgent
f07/f07-032a/f07-032a-09-06.png,number
l04/l04-082/l04-082-06-00.png,secret
f07/f07-096/f07-096-03-02.png,washed
m01/m01-022/m01-022-00-07.png,looked
g06/g06-050h/g06-050h-04-07.png,gentle
g06/g06-037f/g06-037f-03-04.png,Naples
a05/a05-073/a05-073-08-07.png,debate
r02/r02-078/r02-078-00-07.png,unload
g06/g06-045j/g06-045j-03-03.png,adding
a01/a01-020/a01-020-08-03.png,Chiefs
m02/m02-087/m02-087-03-08.png,lawyer
k07/k07-059a/k07-059a-06-05.png,kisses
g01/g01-039/g01-039-07-06.png,system
b06/b06-049/b06-049-05-01.png,policy
n02/n02-062/n02-062-01-04.png,credit
n06/n06-082/n06-082-05-02.png,reckon
g07/g07-077a/g07-077a-00-05.png,enough
k07/k07-063a/k07-063a-00-06.png,thrown
b04/b04-187/b04-187-00-02.png,cinema
a04/a04-006/a04-006-02-00.png,Market
k02/k02-117/k02-117-06-07.png,seemed
l04/l04-034/l04-034-08-06.png,easier
h07/h07-060b/h07-060b-00-05.png,office
c03/c03-007e/c03-007e-07-01.png,memory
b06/b06-023/b06-023-06-01.png,firing
k04/k04-000/k04-000-00-02.png,turned
m02/m02-102/m02-102-00-02.png,centre
d06/d06-020/d06-020-09-03.png,become
c03/c03-016b/c03-016b-04-04.png,sordid
c04/c04-028/c04-028-04-06.png,homely
c03/c03-094d/c03-094d-00-07.png,always
p06/p06-058/p06-058-10-00.png,solace
a06/a06-051/a06-051-07-00.png,middle
g01/g01-039/g01-039-06-00.png,export
g04/g04-063/g04-063-07-04.png,France
b04/b04-116/b04-116-03-02.png,crisis
m02/m02-055/m02-055-06-05.png,Lester
a06/a06-134/a06-134-05-03.png,danger
