file_name,labels
e04/e04-004/e04-004-03-01.png,smoothing
f07/f07-088b/f07-088b-05-00.png,breakfast
m06/m06-106/m06-106-02-01.png,creatures
g06/g06-050r/g06-050r-03-04.png,Hahnemann
l01/l01-187/l01-187-06-08.png,satisfied
g04/g04-060/g04-060-01-00.png,Lansdowne
c02/c02-078/c02-078-02-03.png,cinematic
g06/g06-047m/g06-047m-08-00.png,consulted
g06/g06-011g/g06-011g-00-08.png,delighted
c02/c02-030/c02-030-04-09.png,satisfied
a04/a04-099/a04-099-06-06.png,territory
g01/g01-037/g01-037-05-03.png,prospered
e06/e06-003/e06-003-01-03.png,primarily
r06/r06-011/r06-011-02-08.png,furnished
k04/k04-142/k04-142-01-03.png,vengeance
a04/a04-015/a04-015-07-04.png,countries
h04/h04-057/h04-057-04-03.png,virtually
g06/g06-047e/g06-047e-03-01.png,disciples
g06/g06-037k/g06-037k-09-03.png,slightest
f02/f02-076/f02-076-06-03.png,rationale
a01/a01-020/a01-020-03-05.png,attending
j04/j04-046/j04-046-07-03.png,carbonate
e06/e06-037/e06-037-07-02.png,mysteries
k07/k07-176/k07-176-09-04.png,shuddered
j04/j04-039/j04-039-07-04.png,corrected
c03/c03-021a/c03-021a-05-02.png,protector
a05/a05-089/a05-089-03-04.png,plaintive
a06/a06-075/a06-075-08-00.png,associate
h07/h07-003/h07-003-05-05.png,collating
a01/a01-102u/a01-102u-05-03.png,architect
e02/e02-117/e02-117-02-00.png,Providing
b01/b01-038/b01-038-06-06.png,immediate
a01/a01-030x/a01-030x-06-02.png,spokesman
g06/g06-011a/g06-011a-01-04.png,Cloncurry
h06/h06-092/h06-092-06-05.png,vibrating
c02/c02-059/c02-059-04-00.png,Antonioni
g04/g04-036/g04-036-05-00.png,solicitor
r06/r06-090/r06-090-03-00.png,beckoning
d06/d06-104/d06-104-09-04.png,afternoon
d06/d06-086/d06-086-00-01.png,housewife
a06/a06-152/a06-152-07-04.png,reception
d04/d04-089/d04-089-03-03.png,Education
h07/h07-025a/h07-025a-03-06.png,provision
b01/b01-009/b01-009-01-02.png,apartheid
g07/g07-007a/g07-007a-08-04.png,SCATTERED
m01/m01-149/m01-149-03-05.png,tributary
p03/p03-185/p03-185-06-07.png,attention
b04/b04-175/b04-175-01-00.png,Certainly
l03/l03-004/l03-004-04-08.png,whistling
c06/c06-128/c06-128-07-00.png,emptiness
g01/g01-012/g01-012-02-06.png,compelled
l04/l04-130/l04-130-08-00.png,secretive
h07/h07-017/h07-017-02-05.png,sponsored
g06/g06-047p/g06-047p-03-02.png,disciples
e01/e01-062/e01-062-03-08.png,difficult
j01/j01-066/j01-066-00-04.png,evacuated
c06/c06-031/c06-031-03-03.png,Salvation
k07/k07-146/k07-146-01-04.png,shivering
a01/a01-011u/a01-011u-09-01.png,insisting
a04/a04-035/a04-035-07-07.png,delighted
g01/g01-027/g01-027-05-05.png,oligarchy
b05/b05-045/b05-045-04-06.png,Tolpuddle
r06/r06-070/r06-070-00-03.png,Lambretta
f07/f07-073/f07-073-01-00.png,Schnitzel
a01/a01-053u/a01-053u-03-06.png,Robertson
a04/a04-047/a04-047-07-03.png,switching
m04/m04-231/m04-231-01-00.png,gentleman
g06/g06-096/g06-096-02-03.png,yesterday
f04/f04-064/f04-064-05-00.png,momentary
a03/a03-047/a03-047-08-06.png,practical
n04/n04-209/n04-209-06-06.png,betokened
h07/h07-066b/h07-066b-01-01.png,Insurance
h07/h07-078/h07-078-06-00.png,materials
g06/g06-011r/g06-011r-00-08.png,delighted
n02/n02-062/n02-062-07-02.png,rejoinder
a06/a06-057/a06-057-03-06.png,political
g03/g03-058/g03-058-06-03.png,socialism
b06/b06-087/b06-087-07-05.png,installed
f07/f07-081a/f07-081a-03-01.png,aesthetic
g06/g06-047k/g06-047k-04-00.png,disciples
n01/n01-057/n01-057-01-00.png,movements
