file_name,labels
a06/a06-100/a06-100-05-00.png,probably
n03/n03-038/n03-038-05-02.png,moderate
m06/m06-076/m06-076-03-13.png,captives
a05/a05-073/a05-073-04-03.png,Russians
j04/j04-008/j04-008-00-01.png,presence
k04/k04-010/k04-010-08-00.png,watching
e07/e07-086/e07-086-00-07.png,economic
m02/m02-087/m02-087-05-04.png,politics
a06/a06-095/a06-095-07-03.png,economic
c04/c04-122/c04-122-06-00.png,directed
k04/k04-075/k04-075-04-06.png,instinct
f04/f04-079/f04-079-02-00.png,occurred
a03/a03-037/a03-037-04-08.png,Columbia
a02/a02-012/a02-012-09-04.png,Roderick
a04/a04-047/a04-047-06-06.png,changing
l04/l04-170/l04-170-04-01.png,evidence
g01/g01-070/g01-070-08-05.png,supplied
c03/c03-021e/c03-021e-03-04.png,instinct
p03/p03-029/p03-029-03-00.png,conceded
a01/a01-043x/a01-043x-02-08.png,Minister
m02/m02-055/m02-055-05-01.png,contacts
g06/g06-011f/g06-011f-03-02.png,resource
e07/e07-003/e07-003-03-04.png,Research
c03/c03-087a/c03-087a-00-06.png,distance
f04/f04-074/f04-074-01-03.png,straight
j06/j06-051/j06-051-04-04.png,swimming
c04/c04-066/c04-066-03-00.png,slightly
h04/h04-057/h04-057-09-01.png,obtained
b02/b02-035/b02-035-00-05.png,Gollancz
a01/a01-030x/a01-030x-00-01.png,Rhodesia
a01/a01-043u/a01-043u-04-04.png,senators
h07/h07-054a/h07-054a-02-07.png,probably
j07/j07-012/j07-012-04-02.png,pressure
d01/d01-024/d01-024-04-04.png,original
b04/b04-034/b04-034-05-00.png,personal
e01/e01-032/e01-032-00-03.png,patterns
a03/a03-006/a03-006-00-07.png,Minister
k04/k04-064/k04-064-04-07.png,dullness
f04/f04-057/f04-057-07-04.png,believed
n02/n02-016/n02-016-06-02.png,exterior
h01/h01-024/h01-024-03-06.png,premises
d07/d07-100/d07-100-07-02.png,whenever
a03/a03-006/a03-006-01-03.png,Belgrade
