file_name,labels
j04/j04-008/j04-008-06-06.png,by
c03/c03-021e/c03-021e-05-07.png,to
g06/g06-011p/g06-011p-02-11.png,he
g06/g06-011k/g06-011k-04-08.png,be
r02/r02-006/r02-006-00-00.png,At
g06/g06-026l/g06-026l-01-07.png,de
a05/a05-125/a05-125-02-01.png,of
g06/g06-026k/g06-026k-04-04.png,of
a01/a01-122/a01-122-04-05.png,of
h04/h04-052/h04-052-03-03.png,of
g06/g06-018p/g06-018p-00-07.png,he
g06/g06-011m/g06-011m-08-06.png,my
e04/e04-026/e04-026-04-05.png,in
a01/a01-063/a01-063-09-02.png,is
e07/e07-108/e07-108-08-04.png,in
g07/g07-071a/g07-071a-01-06.png,it
a05/a05-053/a05-053-03-04.png,in
p03/p03-163/p03-163-05-02.png,be
c03/c03-096d/c03-096d-06-06.png,of
f04/f04-100/f04-100-06-01.png,at
n02/n02-154/n02-154-02-03.png,in
h02/h02-012/h02-012-03-05.png,to
e06/e06-070/e06-070-00-07.png,no
a04/a04-050/a04-050-05-00.png,he
m04/m04-251/m04-251-00-02.png,we
d04/d04-086/d04-086-04-07.png,in
a01/a01-011/a01-011-06-06.png,on
g06/g06-037d/g06-037d-03-03.png,in
r03/r03-035/r03-035-05-06.png,er
g04/g04-017/g04-017-00-05.png,at
a02/a02-046/a02-046-04-06.png,by
f07/f07-021b/f07-021b-07-00.png,to
n02/n02-151/n02-151-00-02.png,of
l01/l01-157/l01-157-07-01.png,on
l01/l01-007/l01-007-00-01.png,of
k04/k04-050/k04-050-05-11.png,is
a04/a04-047/a04-047-01-06.png,he
e01/e01-014/e01-014-03-05.png,to
e01/e01-050/e01-050-02-06.png,it
d04/d04-050/d04-050-04-09.png,to
g06/g06-018f/g06-018f-05-08.png,of
g07/g07-074a/g07-074a-07-00.png,or
f04/f04-083/f04-083-05-02.png,as
d04/d04-016/d04-016-07-05.png,an
l04/l04-106/l04-106-03-00.png,in
d04/d04-117/d04-117-04-06.png,to
e07/e07-108/e07-108-09-06.png,in
d07/d07-093/d07-093-00-06.png,to
j01/j01-070/j01-070-03-05.png,In
g06/g06-109/g06-109-04-06.png,my
h07/h07-033a/h07-033a-05-05.png,of
g07/g07-026a/g07-026a-03-08.png,on
g01/g01-012/g01-012-02-07.png,to
g06/g06-026e/g06-026e-05-01.png,of
r06/r06-035/r06-035-02-00.png,He
f07/f07-084b/f07-084b-01-10.png,is
d07/d07-102/d07-102-03-09.png,of
g07/g07-044/g07-044-05-08.png,of
f04/f04-032/f04-032-07-09.png,on
h07/h07-028/h07-028-09-03.png,as
c03/c03-081f/c03-081f-03-05.png,if
g07/g07-071a/g07-071a-09-04.png,of
r06/r06-011/r06-011-02-03.png,up
a01/a01-132x/a01-132x-07-05.png,in
b05/b05-058/b05-058-02-11.png,an
r06/r06-027/r06-027-04-03.png,to
r06/r06-090/r06-090-04-03.png,to
e01/e01-032/e01-032-05-00.png,to
f02/f02-017/f02-017-06-01.png,as
c03/c03-021d/c03-021d-09-05.png,to
e04/e04-132/e04-132-02-01.png,be
k07/k07-152/k07-152-02-04.png,if
b04/b04-195/b04-195-05-00.png,on
h07/h07-028a/h07-028a-06-03.png,of
b01/b01-089/b01-089-02-05.png,in
g06/g06-031r/g06-031r-01-04.png,am
g06/g06-011i/g06-011i-00-06.png,he
j01/j01-049/j01-049-04-04.png,by
e04/e04-079/e04-079-01-03.png,as
p02/p02-081/p02-081-03-02.png,to
b06/b06-082/b06-082-03-02.png,of
g06/g06-026k/g06-026k-00-07.png,so
h07/h07-025/h07-025-10-00.png,to
e06/e06-049/e06-049-07-04.png,of
g06/g06-018f/g06-018f-05-00.png,is
a04/a04-050/a04-050-02-07.png,to
n03/n03-113/n03-113-08-02.png,be
l04/l04-043/l04-043-01-07.png,as
m01/m01-149/m01-149-00-08.png,on
g06/g06-047r/g06-047r-05-06.png,Dr
e01/e01-029/e01-029-06-00.png,to
g06/g06-050l/g06-050l-02-03.png,he
g06/g06-045b/g06-045b-03-08.png,it
d04/d04-028/d04-028-00-07.png,of
a06/a06-110/a06-110-08-00.png,on
m03/m03-006/m03-006-08-04.png,of
l01/l01-007/l01-007-03-08.png,it
j04/j04-061/j04-061-02-09.png,to
j01/j01-042/j01-042-06-00.png,at
k04/k04-142/k04-142-00-08.png,is
c06/c06-005/c06-005-07-06.png,an
n04/n04-209/n04-209-01-09.png,It
g06/g06-031c/g06-031c-04-01.png,be
l04/l04-179/l04-179-07-07.png,at
k04/k04-163/k04-163-06-07.png,of
c03/c03-003b/c03-003b-00-01.png,is
m03/m03-095/m03-095-03-02.png,to
c03/c03-000b/c03-000b-00-03.png,of
g06/g06-037n/g06-037n-08-03.png,of
b05/b05-067/b05-067-06-01.png,to
g06/g06-026c/g06-026c-02-09.png,of
b06/b06-075/b06-075-10-03.png,of
m01/m01-060/m01-060-02-04.png,it
h04/h04-055/h04-055-07-03.png,of
j04/j04-094/j04-094-06-08.png,of
c06/c06-027/c06-027-00-08.png,in
h07/h07-028a/h07-028a-07-00.png,as
f01/f01-053/f01-053-02-07.png,He
f02/f02-003/f02-003-02-03.png,in
h07/h07-033a/h07-033a-07-09.png,in
g06/g06-011p/g06-011p-00-06.png,he
b01/b01-014/b01-014-03-00.png,On
a04/a04-010/a04-010-06-04.png,to
k04/k04-142/k04-142-01-08.png,We
g06/g06-026e/g06-026e-03-03.png,he
g06/g06-031h/g06-031h-00-07.png,he
r06/r06-053/r06-053-05-01.png,in
r06/r06-007/r06-007-00-02.png,is
b06/b06-045/b06-045-00-03.png,my
g06/g06-018h/g06-018h-06-09.png,of
h07/h07-028/h07-028-07-02.png,up
h01/h01-030/h01-030-06-04.png,of
g04/g04-060/g04-060-02-05.png,of
a06/a06-147/a06-147-01-03.png,on
a05/a05-025/a05-025-10-01.png,is
d04/d04-121/d04-121-00-11.png,of
a03/a03-020/a03-020-00-04.png,of
l07/l07-138/l07-138-00-10.png,of
a05/a05-084/a05-084-04-01.png,of
f03/f03-174/f03-174-02-07.png,if
p03/p03-185/p03-185-06-03.png,up
g06/g06-031a/g06-031a-04-08.png,at
g06/g06-031l/g06-031l-01-04.png,am
b05/b05-032/b05-032-03-02.png,it
g04/g04-088/g04-088-07-02.png,on
f02/f02-076/f02-076-02-07.png,so
g06/g06-018l/g06-018l-02-02.png,he
g07/g07-034/g07-034-00-07.png,of
l07/l07-074/l07-074-03-01.png,it
p03/p03-096/p03-096-08-05.png,as
e04/e04-038/e04-038-01-00.png,if
r06/r06-090/r06-090-00-05.png,We
e04/e04-011/e04-011-07-05.png,to
f04/f04-016/f04-016-00-04.png,in
d06/d06-027/d06-027-02-10.png,to
g06/g06-018i/g06-018i-02-02.png,he
e01/e01-119/e01-119-04-03.png,to
a01/a01-128/a01-128-06-09.png,of
m04/m04-093/m04-093-01-04.png,he
a02/a02-024/a02-024-05-06.png,of
c03/c03-094a/c03-094a-08-02.png,of
d01/d01-104/d01-104-02-07.png,of
h04/h04-061/h04-061-00-07.png,on
b05/b05-098/b05-098-00-00.png,It
l01/l01-016/l01-016-01-00.png,He
c06/c06-031/c06-031-01-11.png,to
g01/g01-004/g01-004-00-00.png,It
g06/g06-093/g06-093-03-05.png,is
l07/l07-131/l07-131-07-03.png,on
c03/c03-087e/c03-087e-06-04.png,we
g06/g06-011f/g06-011f-00-00.png,By
m01/m01-017/m01-017-01-01.png,it
m04/m04-231/m04-231-00-02.png,as
b05/b05-071/b05-071-03-06.png,is
c03/c03-084a/c03-084a-04-03.png,on
m02/m02-075/m02-075-00-02.png,he
p03/p03-121/p03-121-01-10.png,up
e04/e04-083/e04-083-03-05.png,to
a03/a03-054/a03-054-01-06.png,he
j01/j01-045/j01-045-00-07.png,in
a05/a05-000/a05-000-01-07.png,to
m02/m02-048/m02-048-08-01.png,on
c06/c06-138/c06-138-03-00.png,of
f04/f04-011/f04-011-00-06.png,it
g03/g03-000/g03-000-01-01.png,in
a03/a03-023/a03-023-08-01.png,of
e07/e07-061/e07-061-00-05.png,me
k07/k07-176/k07-176-05-01.png,to
c06/c06-031/c06-031-01-03.png,is
d05/d05-021/d05-021-05-04.png,at
g01/g01-025/g01-025-05-06.png,in
b05/b05-074/b05-074-05-01.png,in
a05/a05-013/a05-013-07-02.png,of
d07/d07-089/d07-089-08-02.png,of
a04/a04-059/a04-059-01-00.png,in
g01/g01-016/g01-016-04-03.png,of
g06/g06-037l/g06-037l-06-07.png,he
g06/g06-011i/g06-011i-00-09.png,in
p02/p02-139/p02-139-02-04.png,to
